taxa,species,Lon,Lat,bio1,bio8,bio9,bio18,altitude
Cyanobacteria,Anabaena,22.4465,65.72967,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,18.75983,63.22233,3.1,13.4,-3.6,179,25
Cyanobacteria,Anabaena,18.71267,63.231,3.1,13.4,-3.6,182,34
Cyanobacteria,Anabaena,17.70367,62.99317,3,12.8,-3.4,189,92
Cyanobacteria,Anabaena,18.8795,63.26983,3,13.3,-3.7,179,33
Cyanobacteria,Anabaena,18.56283,63.09017,3.2,13.3,-3.5,182,38
Cyanobacteria,Anabaena,18.03633,62.82367,3.7,13.6,-2.9,183,15
Cyanobacteria,Anabaena,18.329,62.87117,3.3,13.5,-3.3,184,48
Cyanobacteria,Anabaena,18.7405,63.234,3.1,13.4,-3.6,182,34
Cyanobacteria,Anabaena,18.709,63.21183,3.1,13.4,-3.6,182,34
Cyanobacteria,Anabaena,17.723,62.987,3,12.8,-3.4,189,92
Cyanobacteria,Anabaena,18.85833,63.28283,3,13.3,-3.7,179,33
Cyanobacteria,Anabaena,18.5855,63.099,3.2,13.4,-3.4,179,16
Cyanobacteria,Anabaena,18.027,62.81867,3.7,13.6,-2.9,183,15
Cyanobacteria,Anabaena,18.0235,62.84067,3.4,13.3,-3.2,186,48
Cyanobacteria,Anabaena,18.33067,62.87283,3.3,13.5,-3.3,184,48
Cyanobacteria,Anabaena,10.2747,56.062,7.8,8.7,2.5,168,6
Cyanobacteria,Anabaena,18.2615,62.864,3.3,13.5,-3.3,184,48
Cyanobacteria,Anabaena,22.37483,65.8075,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,22.44717,65.73017,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,18.44667,63.039,3.2,13.3,-3.5,183,49
Cyanobacteria,Anabaena,18.61483,63.1725,2.7,12.9,-4,186,108
Cyanobacteria,Anabaena,19.02881,59.78752,5.7,14.4,-0.2,152,14
Cyanobacteria,Anabaena,18.75583,63.2285,3.1,13.4,-3.6,179,25
Cyanobacteria,Anabaena,18.70817,63.22617,3.1,13.4,-3.6,182,34
Cyanobacteria,Anabaena,17.699,62.99733,3,12.8,-3.4,189,92
Cyanobacteria,Anabaena,18.86133,63.28017,3,13.3,-3.7,179,33
Cyanobacteria,Anabaena,18.05433,62.832,3.7,13.6,-2.9,183,15
Cyanobacteria,Anabaena,18.00033,62.83517,3.4,13.3,-3.2,186,48
Cyanobacteria,Anabaena,18.326,62.87017,3.3,13.5,-3.3,184,48
Cyanobacteria,Anabaena,19.80817,63.52517,2.9,13.3,-4,171,16
Cyanobacteria,Anabaena,22.375,65.8075,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,18.26367,62.86367,3.3,13.5,-3.3,184,48
Cyanobacteria,Anabaena,18.264,62.864,3.3,13.5,-3.3,184,48
Cyanobacteria,Anabaena,22.4465,65.72983,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,18.48382,60.17682,5.5,14.4,-0.6,172,19
Cyanobacteria,Anabaena,19.80867,63.52517,2.9,13.3,-4,171,16
Cyanobacteria,Anabaena,18.57657,60.10985,5.6,14.5,-0.5,169,20
Cyanobacteria,Anabaena,22.37417,65.80667,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,18.432,63.035,3.2,13.3,-3.5,183,49
Cyanobacteria,Anabaena,16.56367,58.44867,6.8,15,0.9,173,32
Cyanobacteria,Anabaena,22.44683,65.73,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,16.38633,58.64067,6.8,15,0.9,176,9
Cyanobacteria,Anabaena,19.92334,63.61536,2.9,13.3,-4,169,9
Cyanobacteria,Anabaena,19.92145,63.61183,2.9,13.3,-4,169,9
Cyanobacteria,Anabaena,22.27768,65.63102,1.3,12.5,-6.4,145,21
Cyanobacteria,Anabaena,22.27467,65.63079,1.3,12.5,-6.4,145,21
Cyanobacteria,Anabaena,22.11444,65.51672,1.4,12.6,-6.2,146,15
Cyanobacteria,Anabaena,20.43181,63.71095,2.9,13.2,1.6,164,4
Cyanobacteria,Anabaena,20.42726,63.70906,2.9,13.2,1.6,164,4
Cyanobacteria,Anabaena,21.03525,64.85757,1.8,12.7,-5.4,166,30
Cyanobacteria,Anabaena,20.69044,63.84903,2.7,13,-4.3,165,27
Cyanobacteria,Anabaena,20.70346,63.83087,2.9,13.2,1.4,163,6
Cyanobacteria,Anabaena,21.97644,65.47475,1.5,12.6,-6.1,148,11
Cyanobacteria,Anabaena,22.04361,65.48991,1.5,12.6,-6.1,147,5
Cyanobacteria,Anabaena,22.25156,65.66445,1.3,12.5,-6.4,145,21
Cyanobacteria,Anabaena,20.39906,63.6908,2.9,13.2,-4.1,165,12
Cyanobacteria,Anabaena,20.39906,63.68799,2.9,13.2,-4.1,165,12
Cyanobacteria,Anabaena,22.446,65.73017,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,22.37533,65.80767,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,22.27341,65.62811,1.3,12.5,-6.4,145,21
Cyanobacteria,Anabaena,21.94304,65.5159,1.3,12.5,-6.3,148,34
Cyanobacteria,Anabaena,20.42767,63.71148,2.9,13.2,1.6,164,4
Cyanobacteria,Anabaena,20.69433,63.84746,2.7,13,-4.3,165,27
Cyanobacteria,Anabaena,22.23952,65.66597,1.3,12.5,-6.4,146,26
Cyanobacteria,Anabaena,20.40458,63.68592,2.9,13.2,-4.1,165,12
Cyanobacteria,Anabaena,19.8185,63.5,3,13.3,-3.8,171,2
Cyanobacteria,Anabaena,22.44617,65.73017,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,22.448,65.73017,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,19.80833,63.52533,2.9,13.3,-4,171,16
Cyanobacteria,Anabaena,11.76167,57.98967,7.2,12.4,1.6,201,17
Cyanobacteria,Anabaena,19.808,63.52467,2.9,13.3,-4,171,16
Cyanobacteria,Anabaena,22.44683,65.73017,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,19.17,63.29833,3.2,13.4,-3.6,175,1
Cyanobacteria,Anabaena,19.1375,63.2975,3.1,13.4,-3.6,176,9
Cyanobacteria,Anabaena,19.18167,63.3125,3.2,13.4,-3.6,175,1
Cyanobacteria,Anabaena,19.17797,63.31266,3.2,13.4,-3.6,175,1
Cyanobacteria,Anabaena,19.13652,63.29612,3.1,13.4,-3.6,176,9
Cyanobacteria,Anabaena,19.16534,63.29508,3.1,13.4,-3.6,176,9
Cyanobacteria,Anabaena,22.37617,65.80767,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,16.40717,58.60015,6.8,15,0.9,176,9
Cyanobacteria,Anabaena,12.77883,56.48467,7.1,14.6,1.5,232,135
Cyanobacteria,Anabaena,22.30867,65.6695,1.3,12.5,-6.4,146,17
Cyanobacteria,Anabaena,22.27183,65.68067,1.3,12.5,-6.4,146,17
Cyanobacteria,Anabaena,22.27917,65.6805,1.3,12.5,-6.4,146,17
Cyanobacteria,Anabaena,22.26583,65.6875,1.3,12.5,-6.4,146,17
Cyanobacteria,Anabaena,22.25167,65.66717,1.3,12.5,-6.4,146,17
Cyanobacteria,Anabaena,22.25783,65.6455,1.3,12.5,-6.4,145,21
Cyanobacteria,Anabaena,21.02817,64.84783,1.8,12.7,-5.4,166,30
Cyanobacteria,Anabaena,22.27983,65.627,1.3,12.5,-6.4,145,21
Cyanobacteria,Anabaena,21.037,64.85717,1.8,12.7,-5.4,166,30
Cyanobacteria,Anabaena,22.24217,65.67233,1.3,12.5,-6.4,145,18
Cyanobacteria,Anabaena,22.262,65.6595,1.3,12.5,-6.4,145,21
Cyanobacteria,Anabaena,21.42767,65.3105,1.6,12.7,-5.8,159,10
Cyanobacteria,Anabaena,21.08333,64.82317,1.9,12.7,-5.4,166,39
Cyanobacteria,Anabaena,20.37767,63.687,2.9,13.2,-4.1,165,12
Cyanobacteria,Anabaena,20.26233,63.66917,2.9,13.1,-4.1,165,9
Cyanobacteria,Anabaena,20.26533,63.66967,2.9,13.1,-4.1,165,9
Cyanobacteria,Anabaena,20.366,63.693,2.9,13.2,-4.1,165,12
Cyanobacteria,Anabaena,19.91667,63.61417,2.9,13.3,-4,169,9
Cyanobacteria,Anabaena,20.399,63.698,2.9,13.2,-4.1,165,12
Cyanobacteria,Anabaena,20.4055,63.686,2.9,13.2,-4.1,165,12
Cyanobacteria,Anabaena,20.406,63.6905,2.9,13.2,-4.1,165,12
Cyanobacteria,Anabaena,20.39867,63.68967,2.9,13.2,-4.1,165,12
Cyanobacteria,Anabaena,20.2735,63.66433,2.9,13.1,-4,165,4
Cyanobacteria,Anabaena,20.27233,63.65933,2.9,13.1,-4,165,4
Cyanobacteria,Anabaena,20.26433,63.66183,2.9,13.1,-4,165,4
Cyanobacteria,Anabaena,12.05,57.4067,7.6,12.8,1.8,207,10
Cyanobacteria,Anabaena,12.0292,57.36,7.6,12.8,1.8,207,10
Cyanobacteria,Anabaena,11.76833,57.67833,7.2,12.5,1.4,198,16
Cyanobacteria,Anabaena,11.80833,57.535,7.4,12.7,1.6,192,4
Cyanobacteria,Anabaena,21.69033,65.396,1.6,12.6,-5.9,153,6
Cyanobacteria,Anabaena,21.61583,65.31283,1.6,12.7,-5.8,156,13
Cyanobacteria,Anabaena,21.61017,65.31517,1.6,12.7,-5.8,156,13
Cyanobacteria,Anabaena,21.564,65.3825,1.6,12.7,-5.9,157,6
Cyanobacteria,Anabaena,21.57767,65.37167,1.6,12.7,-5.9,157,6
Cyanobacteria,Anabaena,21.11767,64.7845,1.8,12.7,-5.4,166,43
Cyanobacteria,Anabaena,21.53467,65.337,1.6,12.7,-5.9,157,6
Cyanobacteria,Anabaena,21.53733,65.34217,1.6,12.7,-5.9,157,6
Cyanobacteria,Anabaena,21.68417,65.393,1.6,12.6,-5.9,153,6
Cyanobacteria,Anabaena,21.6405,65.3145,1.6,12.7,-5.8,156,13
Cyanobacteria,Anabaena,21.66417,65.29467,1.6,12.7,-5.8,156,13
Cyanobacteria,Anabaena,21.55083,65.3805,1.6,12.7,-5.9,157,6
Cyanobacteria,Anabaena,21.52433,65.39383,1.6,12.7,-5.9,157,6
Cyanobacteria,Anabaena,21.52133,65.32117,1.6,12.7,-5.8,157,12
Cyanobacteria,Anabaena,21.49033,65.359,1.6,12.7,-5.9,159,9
Cyanobacteria,Anabaena,21.47217,65.34817,1.6,12.7,-5.9,159,9
Cyanobacteria,Anabaena,21.49783,65.35783,1.6,12.7,-5.9,159,9
Cyanobacteria,Anabaena,21.5325,65.3565,1.6,12.7,-5.9,157,6
Cyanobacteria,Anabaena,20.495,63.829,2.7,13.1,-4.2,166,25
Cyanobacteria,Anabaena,22.4475,65.73,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,17.36984,62.46244,3.3,12.9,-2.9,190,31
Cyanobacteria,Anabaena,22.30283,65.67783,1.3,12.5,-6.4,146,17
Cyanobacteria,Anabaena,22.31433,65.6705,1.3,12.5,-6.4,146,17
Cyanobacteria,Anabaena,22.24667,65.6535,1.3,12.5,-6.4,146,26
Cyanobacteria,Anabaena,21.08133,64.82517,1.9,12.7,-5.4,166,39
Cyanobacteria,Anabaena,21.3135,65.358,1.5,12.6,-5.9,161,15
Cyanobacteria,Anabaena,22.24633,65.65067,1.3,12.5,-6.4,146,26
Cyanobacteria,Anabaena,21.03417,64.85683,1.8,12.7,-5.4,166,30
Cyanobacteria,Anabaena,22.263,65.6365,1.3,12.5,-6.4,145,21
Cyanobacteria,Anabaena,20.379,63.6875,2.9,13.2,-4.1,165,12
Cyanobacteria,Anabaena,20.36667,63.69233,2.9,13.2,-4.1,165,12
Cyanobacteria,Anabaena,19.92233,63.61383,2.9,13.3,-4,169,9
Cyanobacteria,Anabaena,20.39717,63.69383,2.9,13.2,-4.1,165,12
Cyanobacteria,Anabaena,20.40433,63.69217,2.9,13.2,-4.1,165,12
Cyanobacteria,Anabaena,20.358,63.6965,2.9,13.2,-4.1,165,12
Cyanobacteria,Anabaena,21.673,65.41617,1.6,12.6,-5.9,153,6
Cyanobacteria,Anabaena,21.7265,65.39967,1.6,12.6,-5.9,153,6
Cyanobacteria,Anabaena,21.68017,65.38883,1.6,12.6,-5.9,153,6
Cyanobacteria,Anabaena,21.6505,65.30133,1.6,12.7,-5.8,156,13
Cyanobacteria,Anabaena,21.6695,65.29383,1.7,12.7,-5.8,155,1
Cyanobacteria,Anabaena,21.54033,65.38767,1.6,12.7,-5.9,157,6
Cyanobacteria,Anabaena,21.55717,65.38467,1.6,12.7,-5.9,157,6
Cyanobacteria,Anabaena,21.52133,65.3295,1.6,12.7,-5.8,157,12
Cyanobacteria,Anabaena,21.54483,65.34433,1.6,12.7,-5.9,157,6
Cyanobacteria,Anabaena,21.49583,65.3555,1.6,12.7,-5.9,159,9
Cyanobacteria,Anabaena,21.48383,65.355,1.6,12.7,-5.9,159,9
Cyanobacteria,Anabaena,10.01396,63.40607,4.9,5.4,4,228,74
Cyanobacteria,Anabaena,22.44633,65.73033,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,22.44667,65.7295,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,21.56683,65.41367,1.6,12.7,-5.9,157,6
Cyanobacteria,Anabaena,22.27617,65.69183,1.3,12.5,-6.4,146,17
Cyanobacteria,Anabaena,21.69883,65.39833,1.6,12.6,-5.9,153,6
Cyanobacteria,Anabaena,21.647,65.324,1.6,12.7,-5.8,156,13
Cyanobacteria,Anabaena,21.533,65.38967,1.6,12.7,-5.9,157,6
Cyanobacteria,Anabaena,21.5045,65.32583,1.6,12.7,-5.8,157,12
Cyanobacteria,Anabaena,21.48133,65.35067,1.6,12.7,-5.9,159,9
Cyanobacteria,Anabaena,21.06417,64.835,1.8,12.7,-5.4,166,30
Cyanobacteria,Anabaena,22.80517,65.80483,1.3,12.4,-6.3,150,9
Cyanobacteria,Anabaena,23.9195,65.744,1.4,8,-0.2,159,4
Cyanobacteria,Anabaena,18.34277,59.21287,6.8,15.4,0.8,158,25
Cyanobacteria,Anabaena,19.09438,59.74777,5.7,14.4,4.1,146,7
Cyanobacteria,Anabaena,18.47713,60.2155,5.5,14.4,-0.6,172,19
Cyanobacteria,Anabaena,18.27478,60.35582,5.4,14.3,-0.8,176,17
Cyanobacteria,Anabaena,19.818,63.49933,3,13.3,-3.8,171,2
Cyanobacteria,Anabaena,22.37517,65.80767,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,22.44617,65.72983,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,19.4985,63.53717,2.9,13.3,-3.9,175,17
Cyanobacteria,Anabaena,20.27433,63.6605,2.9,13.1,-4,165,4
Cyanobacteria,Anabaena,23.67133,65.77933,1.3,7.9,-6.2,156,1
Cyanobacteria,Anabaena,21.18817,64.69167,2,12.8,-5.2,165,23
Cyanobacteria,Anabaena,17.68742,59.11788,6.8,15.3,0.8,168,33
Cyanobacteria,Anabaena,22.673,65.8885,1.1,12.3,-6.5,151,26
Cyanobacteria,Anabaena,22.37483,65.80767,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,20.4205,63.73817,2.9,13.2,1.6,164,4
Cyanobacteria,Anabaena,21.27583,64.617,2.1,12.8,-5.1,166,27
Cyanobacteria,Anabaena,21.25267,64.30633,2.4,8.9,-4.7,165,12
Cyanobacteria,Anabaena,21.0875,64.20767,2.5,8.9,-4.6,165,14
Cyanobacteria,Anabaena,19.82,63.49933,3,13.3,-3.8,171,2
Cyanobacteria,Anabaena,22.37517,65.8075,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,22.447,65.73,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,11.1033,58.8683,7.2,8.2,1.3,210,21
Cyanobacteria,Anabaena,22.44683,65.72983,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,17.66477,62.43612,3.4,13.1,-2.8,187,40
Cyanobacteria,Anabaena,22.44733,65.73033,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,21.99667,65.48667,1.5,12.6,-6.1,148,11
Cyanobacteria,Anabaena,22.44067,65.48417,1.6,12.7,-6,147,1
Cyanobacteria,Anabaena,22.16833,65.5665,1.4,12.6,-6.3,146,18
Cyanobacteria,Anabaena,18.2635,62.864,3.3,13.5,-3.3,184,48
Cyanobacteria,Anabaena,19.8195,63.49967,3,13.3,-3.8,171,2
Cyanobacteria,Anabaena,22.44717,65.73033,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,17.6407,62.44053,3.4,13.1,-2.8,187,40
Cyanobacteria,Anabaena,20.44517,63.7335,2.9,13.2,1.6,164,4
Cyanobacteria,Anabaena,19.81833,63.4995,3,13.3,-3.8,171,2
Cyanobacteria,Anabaena,22.37583,65.808,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,22.44633,65.72967,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,22.375,65.80683,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,18.26233,62.8635,3.3,13.5,-3.3,184,48
Cyanobacteria,Anabaena,22.37583,65.80683,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,18.26433,62.8635,3.3,13.5,-3.3,184,48
Cyanobacteria,Anabaena,22.44817,65.73,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,19.81917,63.5005,2.9,13.3,-4,171,16
Cyanobacteria,Anabaena,22.37483,65.80717,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,22.57233,65.63683,1.3,12.5,-6.2,149,22
Cyanobacteria,Anabaena,19.80667,63.52483,2.9,13.3,-4,171,16
Cyanobacteria,Anabaena,23.674,65.76317,1.3,7.9,-6.2,156,1
Cyanobacteria,Anabaena,23.94233,65.75133,1.2,7.9,-0.4,160,15
Cyanobacteria,Anabaena,23.69833,65.83,1.3,7.9,-6.2,156,1
Cyanobacteria,Anabaena,22.704,65.86133,1.1,12.3,-6.5,151,26
Cyanobacteria,Anabaena,22.64,65.89667,1.1,12.3,-6.5,150,28
Cyanobacteria,Anabaena,22.413,65.77167,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,22.43867,65.856,1.1,12.4,-6.5,147,15
Cyanobacteria,Anabaena,21.93417,65.4375,1.5,12.6,-6.1,148,11
Cyanobacteria,Anabaena,21.95,65.40833,1.5,12.6,-6.1,149,16
Cyanobacteria,Anabaena,21.71983,65.32817,1.7,12.7,-5.8,155,1
Cyanobacteria,Anabaena,21.80033,65.28567,1.6,12.7,-5.9,154,9
Cyanobacteria,Anabaena,21.48333,64.454,2.3,8.8,-4.9,164,14
Cyanobacteria,Anabaena,21.57567,64.47167,2.3,8.8,-4.9,162,5
Cyanobacteria,Anabaena,19.81983,63.4995,3,13.3,-3.8,171,2
Cyanobacteria,Anabaena,22.44633,65.73083,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,22.5745,65.63617,1.3,12.5,-6.2,149,22
Cyanobacteria,Anabaena,22.37517,65.80733,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,22.37533,65.807,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,22.44633,65.73,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,22.37483,65.80733,1.2,12.4,-6.4,146,11
Cyanobacteria,Anabaena,22.447,65.72967,1.4,12.6,-6.3,146,1
Cyanobacteria,Anabaena,22.57383,65.63583,1.3,12.5,-6.2,149,22
Cyanobacteria,Anabaena,19.808,63.5255,2.9,13.3,-4,171,16
Cyanobacteria,Anabaena,19.8205,63.50017,2.9,13.3,-4,171,16
Cyanobacteria,Anabaena,19.80667,63.525,2.9,13.3,-4,171,16
Cyanobacteria,Anabaena,19.80883,63.52317,2.9,13.3,-4,171,16
Cyanobacteria,Anabaena,12.05,55.169998,8.1,15.4,2.6,173,52
Cyanobacteria,Anabaena,12.57,55.549999,8.4,15.8,3.1,176,1
Cyanobacteria,Anabaena,11,55,8.3,15.5,2.7,172,2
Cyanobacteria,Anabaena,11.98,55.900002,8.2,15.8,2.5,181,10
Cyanobacteria,Anabaena,11.88333,58.33333,6.9,7.9,1.2,207,48
Cyanobacteria,Anabaena,11.5625,58.06667,7.2,12.4,1.5,194,21
Cyanobacteria,Anabaena,10.9,59.0083,7.3,12.5,1.4,204,9
Cyanobacteria,Anabaena,10.62,56.52,7.7,12.5,2.2,167,11
Cyanobacteria,Anabaena,11.9,55.919998,8.2,15.8,2.3,181,8
Cyanobacteria,Anabaena,12.45,55.619999,8.6,15.9,3.3,180,7
Cyanobacteria,Anabaena,12.3,54.98,8.3,15.6,2.9,168,13
Cyanobacteria,Anabaena,12.21638,57.12211,7.7,12.8,1.9,216,4
Cyanobacteria,Anabaena,12.95671,55.77092,8,15.4,2.7,187,8
Cyanobacteria,Anabaena,12.91087,55.75554,8.1,15.5,2.7,185,4
Cyanobacteria,Anabaena,18,59,7.1,15.5,1.1,153,13
Cyanobacteria,Anabaena,11.61518,57.89177,7.2,12.5,1.5,191,13
Cyanobacteria,Anabaena,10.62,55.599998,8.2,15.3,3,163,0
Cyanobacteria,Anabaena,11.582563,57.886362,7.2,12.5,1.5,190,16
Cyanobacteria,Anabaena,11.7225,55.715556,8.2,15.7,2.5,177,21
Cyanobacteria,Anabaena,11.72,55.73,8.2,15.7,2.5,177,21
Cyanobacteria,Anabaena,11.83,55.68,8.3,15.7,2.5,178,15
Cyanobacteria,Anabaena,13.07522,55.67086,8,15.4,2.7,184,5
Cyanobacteria,Anabaena,12.99632,55.612,8.1,15.5,2.8,178,6
Cyanobacteria,Anabaena,11.8869,58.248,6.9,7.9,1.3,207,50
